cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,withdrawal_log_rr_attenuation_percent
hrs,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,17780,11575,331,17449,25,25,PASS,4985.0,111.0,4874.0,,context_fi_change,risk_ratio,1.1645862255472563,0.0423323647227212,1.0718605202630294,1.2653335495569755,0.0003191047074263,-4.654841683000095
hrs,incident_heart_disease,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,47020,14855,2310,44710,21,21,PASS,13218.0,726.0,12492.0,,any_withdrawal,risk_ratio,0.9373605075010258,0.0747199975708132,0.8096640840586032,1.0851966121779766,0.3866383858883596,
hrs,incident_heart_disease,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,47020,14855,2310,44710,22,22,PASS,13218.0,726.0,12492.0,,any_withdrawal,risk_ratio,0.9388620920606068,0.0746911063495022,0.8110070306553868,1.0868734728428888,0.398314999428316,2.474436609874074
hrs,incident_heart_disease,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,47020,14855,2310,44710,22,22,PASS,13218.0,726.0,12492.0,,context_self_rated_health_worsening,risk_ratio,1.1564022549023063,0.0448271956769186,1.0591365408182127,1.2626003575611344,0.0011884357508564,2.474436609874074
hrs,incident_heart_disease,clinical_context,base_same_set_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,46972,14857,2305,44667,21,21,PASS,13212.0,727.0,12485.0,,any_withdrawal,risk_ratio,0.9429233560397,0.0747427244121342,0.8144328281855949,1.0916854338324389,0.4316911868481646,
hrs,incident_heart_disease,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,46972,14857,2305,44667,22,22,PASS,13212.0,727.0,12485.0,,any_withdrawal,risk_ratio,0.9348427290264798,0.0745638386135186,0.807736484803599,1.081950542603226,0.3661998332033942,-14.644633706748197
hrs,incident_heart_disease,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,46972,14857,2305,44667,22,22,PASS,13212.0,727.0,12485.0,,context_transition_hospitalization,risk_ratio,1.351530924225636,0.0465174589458117,1.233758774375998,1.4805453684105023,9.43081188641599e-11,-14.644633706748197
hrs,incident_heart_disease,clinical_context,base_same_set_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,45292,14377,2223,43069,21,21,PASS,12590.0,685.0,11905.0,,any_withdrawal,risk_ratio,0.9228472318000088,0.0764908736603697,0.7943660304956233,1.0721090536935187,0.2938614704882114,
hrs,incident_heart_disease,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,45292,14377,2223,43069,22,22,PASS,12590.0,685.0,11905.0,,any_withdrawal,risk_ratio,0.9223427453302382,0.0765275056140526,0.7938747798296705,1.0715999065316646,0.2908169769945583,-0.6810335196982048
hrs,incident_heart_disease,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,45292,14377,2223,43069,22,22,PASS,12590.0,685.0,11905.0,,context_cesd_worsening,risk_ratio,1.0356008212576264,0.0464884918823258,0.9454124347000346,1.134392802152797,0.4517611396888602,-0.6810335196982048
hrs,incident_heart_disease,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,17298,10581,781,16517,20,20,PASS,4777.0,235.0,4542.0,,any_withdrawal,risk_ratio,1.1477082553722695,0.1279804220391632,0.8930882442185398,1.474920589288745,0.2817169441035788,
hrs,incident_heart_disease,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,17298,10581,781,16517,21,21,PASS,4777.0,235.0,4542.0,,any_withdrawal,risk_ratio,1.147449278884137,0.1279369988735882,0.8929627167698646,1.4744622848022582,0.2823425806529899,0.1638069090265682
hrs,incident_heart_disease,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,17298,10581,781,16517,21,21,PASS,4777.0,235.0,4542.0,,context_bmi_or_weight_loss,risk_ratio,1.0681961785744374,0.1487364699899296,0.7980797789605056,1.4297356053892678,0.6573711212692778,0.1638069090265682
hrs,incident_heart_disease,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,21,21,PASS,13240.0,727.0,12513.0,,any_withdrawal,risk_ratio,0.93869874758231,0.0746234688940984,0.8109734317413431,1.086540328233143,0.396587454954564,
hrs,incident_heart_disease,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,22,22,PASS,13240.0,727.0,12513.0,,any_withdrawal,risk_ratio,0.9392553541328744,0.0746637210715848,0.811390287476545,1.0872703726969042,0.4012811992659848,0.937043029146882
hrs,incident_heart_disease,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,22,22,PASS,13240.0,727.0,12513.0,,context_incident_non_target_disease,risk_ratio,0.9262783317316012,0.0615704627963922,0.820980103028746,1.0450820241199397,0.2135781212414702,0.937043029146882
hrs,incident_heart_disease,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,33911,12756,1681,32230,19,19,PASS,9424.0,524.0,8900.0,,any_withdrawal,risk_ratio,0.9486155177195684,0.087784391712743,0.7986711832430287,1.1267107407136057,0.5478909158723462,
hrs,incident_heart_disease,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,33911,12756,1681,32230,20,20,PASS,9424.0,524.0,8900.0,,any_withdrawal,risk_ratio,0.94870172677858,0.087763713020649,0.7987761388727271,1.1267674666181615,0.5484864570343979,0.1722687205023511
hrs,incident_heart_disease,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,33911,12756,1681,32230,20,20,PASS,9424.0,524.0,8900.0,,context_fi_change,risk_ratio,1.0148951556108037,0.0182910945476445,0.9791557341755552,1.0519390745840267,0.4188983796967931,0.1722687205023511
hrs,incident_heart_disease,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,14401,9627,663,13738,19,19,PASS,3996.0,201.0,3795.0,,any_withdrawal,risk_ratio,1.1762542680708028,0.1391749565987614,0.8954374922065161,1.545137561467757,0.2434487773661456,
hrs,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,14401,9627,663,13738,25,25,PASS,3996.0,201.0,3795.0,,any_withdrawal,risk_ratio,1.1728586072662606,0.1390193038486031,0.8931249326493026,1.540207044224012,0.2514146769846643,1.780895518575212
hrs,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,14401,9627,663,13738,25,25,PASS,3996.0,201.0,3795.0,,context_self_rated_health_worsening,risk_ratio,1.1344698251753025,0.0851183836758902,0.9601521293437908,1.3404352757233238,0.1382778392726249,1.780895518575212
hrs,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,14401,9627,663,13738,25,25,PASS,3996.0,201.0,3795.0,,context_transition_hospitalization,risk_ratio,1.2445439490543442,0.0883917462631604,1.046576663871903,1.479958128817365,0.013323792808881,1.780895518575212
hrs,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,14401,9627,663,13738,25,25,PASS,3996.0,201.0,3795.0,,context_cesd_worsening,risk_ratio,0.8886838871040401,0.0899431339875968,0.7450536926449456,1.0600028682425509,0.1894890097638591,1.780895518575212
hrs,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,14401,9627,663,13738,25,25,PASS,3996.0,201.0,3795.0,,context_bmi_or_weight_loss,risk_ratio,1.1070011034737113,0.1644050360317877,0.802058846628632,1.5278822099439058,0.5363655084805987,1.780895518575212
hrs,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,14401,9627,663,13738,25,25,PASS,3996.0,201.0,3795.0,,context_incident_non_target_disease,risk_ratio,1.032412114962053,0.1101916745286553,0.8318744176127245,1.281292888149174,0.7722165991062345,1.780895518575212
hrs,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,14401,9627,663,13738,25,25,PASS,3996.0,201.0,3795.0,,context_fi_change,risk_ratio,0.9880574177665286,0.0311880847414331,0.9294688448031828,1.0503390901823986,0.7000698240302251,1.780895518575212
hrs,incident_hypertension,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,23782,8126,2265,21517,21,21,PASS,6071.0,640.0,5431.0,,any_withdrawal,risk_ratio,1.1375320667761075,0.0724038001273937,0.9870369746730496,1.3109733841252973,0.0751159820107892,
hrs,incident_hypertension,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,23782,8126,2265,21517,22,22,PASS,6071.0,640.0,5431.0,,any_withdrawal,risk_ratio,1.136091439209563,0.0724088868325083,0.98577711361749,1.3093261553910311,0.0780474812824943,0.9834256187306082
hrs,incident_hypertension,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,23782,8126,2265,21517,22,22,PASS,6071.0,640.0,5431.0,,context_self_rated_health_worsening,risk_ratio,1.0964034526334725,0.0449668316362419,1.0039094861810365,1.1974192369866925,0.0406840095069918,0.9834256187306082
hrs,incident_hypertension,clinical_context,base_same_set_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,23765,8128,2261,21504,21,21,PASS,6064.0,637.0,5427.0,,any_withdrawal,risk_ratio,1.134971420079053,0.0725251222654497,0.9845809522235462,1.3083333792788925,0.0808622222185979,
hrs,incident_hypertension,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,23765,8128,2261,21504,22,22,PASS,6064.0,637.0,5427.0,,any_withdrawal,risk_ratio,1.1357306707796695,0.0725248756388108,0.9852400739322807,1.3092079693850305,0.0792709833102142,-0.5281967476698343
hrs,incident_hypertension,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,23765,8128,2261,21504,22,22,PASS,6064.0,637.0,5427.0,,context_transition_hospitalization,risk_ratio,0.9717314394248228,0.0516458074120212,0.8781834801487454,1.0752445379713818,0.5787306252772457,-0.5281967476698343
hrs,incident_hypertension,clinical_context,base_same_set_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,23011,7864,2177,20834,21,21,PASS,5822.0,615.0,5207.0,,any_withdrawal,risk_ratio,1.117405783942611,0.0743386801606542,0.9659034466310288,1.2926713227324882,0.1353594386665832,
hrs,incident_hypertension,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,23011,7864,2177,20834,22,22,PASS,5822.0,615.0,5207.0,,any_withdrawal,risk_ratio,1.1175518765423014,0.074339326771604,0.966028507131078,1.2928419684759425,0.134903296540807,-0.1177681493197485
hrs,incident_hypertension,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,23011,7864,2177,20834,22,22,PASS,5822.0,615.0,5207.0,,context_cesd_worsening,risk_ratio,0.9906039424097258,0.0468072354982237,0.9037694585803928,1.0857815136385276,0.840160288612798,-0.1177681493197485
hrs,incident_hypertension,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8964,5738,864,8100,20,20,PASS,2236.0,228.0,2008.0,,any_withdrawal,risk_ratio,1.014217347138163,0.1188671899273567,0.8034356511406189,1.28029771366959,0.9054617604257704,
hrs,incident_hypertension,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8964,5738,864,8100,21,21,PASS,2236.0,228.0,2008.0,,any_withdrawal,risk_ratio,1.0165482381638538,0.1190189722145732,0.8050425942082601,1.2836219200678816,0.8903188405160234,-16.260837780609478
hrs,incident_hypertension,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8964,5738,864,8100,21,21,PASS,2236.0,228.0,2008.0,,context_bmi_or_weight_loss,risk_ratio,0.8476261945107276,0.1637212574719244,0.6149567635096357,1.16832630886168,0.3126209085328388,-16.260837780609478
hrs,incident_hypertension,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,21,21,PASS,6086.0,641.0,5445.0,,any_withdrawal,risk_ratio,1.1387763071069557,0.0723186983211065,0.9882814305585188,1.312188449089116,0.0723409538751465,
hrs,incident_hypertension,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,22,22,PASS,6086.0,641.0,5445.0,,any_withdrawal,risk_ratio,1.1379755215984726,0.0723232640514924,0.9875776352410928,1.3112774545984696,0.0739170370374018,0.5413024181576278
hrs,incident_hypertension,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,22,22,PASS,6086.0,641.0,5445.0,,context_incident_non_target_disease,risk_ratio,1.071486714301798,0.0674181256572519,0.9388590087278428,1.2228500427139963,0.3057583836768223,0.5413024181576278
hrs,incident_hypertension,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,17560,7011,1680,15880,19,19,PASS,4454.0,471.0,3983.0,,any_withdrawal,risk_ratio,1.1135395942890345,0.0846068756696835,0.9433832495794297,1.3143867337078328,0.2036932190118959,
hrs,incident_hypertension,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,17560,7011,1680,15880,20,20,PASS,4454.0,471.0,3983.0,,any_withdrawal,risk_ratio,1.1139245962661437,0.0846907280167005,0.9435543370476576,1.3150572865248968,0.2026907668444053,-0.321437831997179
hrs,incident_hypertension,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,17560,7011,1680,15880,20,20,PASS,4454.0,471.0,3983.0,,context_fi_change,risk_ratio,0.9972152273187614,0.0190914586785878,0.9605903565414876,1.03523651140616,0.8838674518621614,-0.321437831997179
hrs,incident_hypertension,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,7515,5216,731,6784,19,19,PASS,1892.0,201.0,1691.0,,any_withdrawal,risk_ratio,1.0948373410144068,0.1288633355548142,0.8504737843764739,1.4094129946148808,0.4819837897947157,
hrs,incident_hypertension,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7515,5216,731,6784,25,25,PASS,1892.0,201.0,1691.0,,any_withdrawal,risk_ratio,1.0942645241645124,0.1291991865458838,0.8494694657618722,1.409603166572973,0.4856544051808146,0.5775954918568322
hrs,incident_hypertension,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7515,5216,731,6784,25,25,PASS,1892.0,201.0,1691.0,,context_self_rated_health_worsening,risk_ratio,1.195658175613479,0.0786178120264917,1.024914022126022,1.3948472184485068,0.0230273131831556,0.5775954918568322
hrs,incident_hypertension,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7515,5216,731,6784,25,25,PASS,1892.0,201.0,1691.0,,context_transition_hospitalization,risk_ratio,0.9379851782854915,0.0910751352095489,0.7846440398976806,1.1212934145246238,0.4820878321480116,0.5775954918568322
hrs,incident_hypertension,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7515,5216,731,6784,25,25,PASS,1892.0,201.0,1691.0,,context_cesd_worsening,risk_ratio,0.9653878586959976,0.0820772962754381,0.8219350703133534,1.1338775426170085,0.6677975714610296,0.5775954918568322
hrs,incident_hypertension,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7515,5216,731,6784,25,25,PASS,1892.0,201.0,1691.0,,context_bmi_or_weight_loss,risk_ratio,0.9782354430891356,0.1729482522988026,0.6969948589200349,1.372957877477811,0.8987551930492075,0.5775954918568322
hrs,incident_hypertension,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7515,5216,731,6784,25,25,PASS,1892.0,201.0,1691.0,,context_incident_non_target_disease,risk_ratio,1.1016235780775414,0.1238303401000149,0.8642286231079468,1.4042285517136628,0.4344531151920868,0.5775954918568322
hrs,incident_hypertension,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7515,5216,731,6784,25,25,PASS,1892.0,201.0,1691.0,,context_fi_change,risk_ratio,0.9898058585353856,0.0328909046115935,0.9280112290207336,1.0557152833428516,0.7553988016926603,0.5775954918568322
hrs,incident_cancer,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,52612,16457,1546,51066,21,21,PASS,15306.0,491.0,14815.0,,any_withdrawal,risk_ratio,1.2047124861159777,0.0881765502210943,1.0135085013902647,1.4319881601514908,0.0346747163004343,
hrs,incident_cancer,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,52612,16457,1546,51066,22,22,PASS,15306.0,491.0,14815.0,,any_withdrawal,risk_ratio,1.204707247501104,0.088211758161525,1.013434158463944,1.432080752420505,0.0347513016786664,0.0023348492993578
hrs,incident_cancer,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,52612,16457,1546,51066,22,22,PASS,15306.0,491.0,14815.0,,context_self_rated_health_worsening,risk_ratio,1.150353624771895,0.0562041971931611,1.0303630260596444,1.284317690519725,0.0126971734894234,0.0023348492993578
hrs,incident_cancer,clinical_context,base_same_set_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,52552,16458,1547,51005,21,21,PASS,15292.0,491.0,14801.0,,any_withdrawal,risk_ratio,1.2022429203977114,0.0882302453778936,1.0113244508163683,1.4292030994402058,0.036834492464349,
hrs,incident_cancer,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,52552,16458,1547,51005,22,22,PASS,15292.0,491.0,14801.0,,any_withdrawal,risk_ratio,1.200459791968879,0.0881785611088223,1.0099267862851349,1.4269387956674062,0.0382668533719237,0.8058406608309797
hrs,incident_cancer,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,52552,16458,1547,51005,22,22,PASS,15292.0,491.0,14801.0,,context_transition_hospitalization,risk_ratio,1.0827450584745462,0.0594632702686329,0.9636314884075252,1.216582143437866,0.1812383102202139,0.8058406608309797
hrs,incident_cancer,clinical_context,base_same_set_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,50512,15856,1466,49046,21,21,PASS,14500.0,458.0,14042.0,,any_withdrawal,risk_ratio,1.2210843074753026,0.0910171707143376,1.021578381461731,1.4595521136899616,0.0281978590570208,
hrs,incident_cancer,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,50512,15856,1466,49046,22,22,PASS,14500.0,458.0,14042.0,,any_withdrawal,risk_ratio,1.219982344896816,0.090981435835015,1.0207279505360989,1.4581328169550272,0.0288550564408349,0.4520160329617058
hrs,incident_cancer,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,50512,15856,1466,49046,22,22,PASS,14500.0,458.0,14042.0,,context_cesd_worsening,risk_ratio,1.0448114567933728,0.0584471270731997,0.9317247700206598,1.1716238693777394,0.4532433727269561,0.4520160329617058
hrs,incident_cancer,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,19378,11715,556,18822,20,20,PASS,5453.0,167.0,5286.0,,any_withdrawal,risk_ratio,1.2699254075047626,0.146228319704622,0.953473090987,1.691406454855185,0.1022285701372015,
hrs,incident_cancer,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,19378,11715,556,18822,21,21,PASS,5453.0,167.0,5286.0,,any_withdrawal,risk_ratio,1.2715125641169156,0.1463528643942797,0.9544317363482676,1.6939338237986157,0.1007376642161544,-0.5226951215767306
hrs,incident_cancer,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,19378,11715,556,18822,21,21,PASS,5453.0,167.0,5286.0,,context_bmi_or_weight_loss,risk_ratio,0.868464731942388,0.2022083381915919,0.5842949557925695,1.2908394692620335,0.4855271087605647,-0.5226951215767306
hrs,incident_cancer,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,21,21,PASS,15332.0,492.0,14840.0,,any_withdrawal,risk_ratio,1.200916145360989,0.0881213423350571,1.0104240181786628,1.427321166403317,0.0377422212885611,
hrs,incident_cancer,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,22,22,PASS,15332.0,492.0,14840.0,,any_withdrawal,risk_ratio,1.203020123102342,0.0882371257990398,1.0119645854320238,1.430146308896093,0.0361927733846576,-0.956084324179108
hrs,incident_cancer,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,22,22,PASS,15332.0,492.0,14840.0,,context_incident_non_target_disease,risk_ratio,0.8129913037992639,0.081546987409542,0.6929038567288255,0.9538911547896,0.0111220236588836,-0.956084324179108
hrs,incident_cancer,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,37788,14110,1105,36683,19,19,PASS,10871.0,368.0,10503.0,,any_withdrawal,risk_ratio,1.3085877970599182,0.1047603960956698,1.065689422579608,1.6068490371886106,0.010250187230284,
hrs,incident_cancer,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,37788,14110,1105,36683,20,20,PASS,10871.0,368.0,10503.0,,any_withdrawal,risk_ratio,1.309312886537161,0.1047435240150784,1.0663151829280535,1.6076862285172395,0.0100828443918887,-0.2059677641595767
hrs,incident_cancer,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,37788,14110,1105,36683,20,20,PASS,10871.0,368.0,10503.0,,context_fi_change,risk_ratio,0.9843250658067988,0.024910067125782,0.937421817320511,1.033575085701559,0.525920956398155,-0.2059677641595767
hrs,incident_cancer,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,16111,10654,465,15646,19,19,PASS,4579.0,146.0,4433.0,,any_withdrawal,risk_ratio,1.4179390792918578,0.1599163269000552,1.03642182038758,1.9398966646911937,0.0289865153110441,
hrs,incident_cancer,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,16111,10654,465,15646,25,25,PASS,4579.0,146.0,4433.0,,any_withdrawal,risk_ratio,1.4133498987512567,0.1598803162853753,1.0331403419915224,1.9334816917996012,0.030473136513207,0.9283281787185867
hrs,incident_cancer,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,16111,10654,465,15646,25,25,PASS,4579.0,146.0,4433.0,,context_self_rated_health_worsening,risk_ratio,1.2246931179969915,0.1022728928233514,1.002241618842233,1.4965186089576017,0.0474951950623748,0.9283281787185867
hrs,incident_cancer,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,16111,10654,465,15646,25,25,PASS,4579.0,146.0,4433.0,,context_transition_hospitalization,risk_ratio,1.2627027718726676,0.1040621971469752,1.0297296809271654,1.5483852894861772,0.0249942864219107,0.9283281787185867
hrs,incident_cancer,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,16111,10654,465,15646,25,25,PASS,4579.0,146.0,4433.0,,context_cesd_worsening,risk_ratio,1.060130263840409,0.1037829567147483,0.865005800423409,1.2992701040388552,0.5736843257920039,0.9283281787185867
hrs,incident_cancer,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,16111,10654,465,15646,25,25,PASS,4579.0,146.0,4433.0,,context_bmi_or_weight_loss,risk_ratio,0.8080529836279629,0.2361015519892443,0.5087094821274482,1.2835412888696025,0.3666878845207265,0.9283281787185867
hrs,incident_cancer,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,16111,10654,465,15646,25,25,PASS,4579.0,146.0,4433.0,,context_incident_non_target_disease,risk_ratio,0.8051345188499465,0.1461072742531522,0.6046467312545272,1.0720997235836478,0.1379493028931669,0.9283281787185867
hrs,incident_cancer,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,16111,10654,465,15646,25,25,PASS,4579.0,146.0,4433.0,,context_fi_change,risk_ratio,1.0066780666432855,0.0392703667674416,0.9321023642986904,1.087220426292064,0.8654125858746041,0.9283281787185867
hrs,incident_arthritis,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,23286,8175,2153,21133,21,21,PASS,6090.0,641.0,5449.0,,any_withdrawal,risk_ratio,1.1691622326326043,0.07392624227094,1.0114598461245636,1.3514528841178683,0.0345067467657797,
hrs,incident_arthritis,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,23286,8175,2153,21133,22,22,PASS,6090.0,641.0,5449.0,,any_withdrawal,risk_ratio,1.1695984161003687,0.0739272416897271,1.011835212998247,1.3519597236500418,0.0340806019024926,-0.2386653179267181
hrs,incident_arthritis,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,23286,8175,2153,21133,22,22,PASS,6090.0,641.0,5449.0,,context_self_rated_health_worsening,risk_ratio,1.139850356513029,0.0460497229952148,1.041478344613551,1.247514018858433,0.0044759249202483,-0.2386653179267181
hrs,incident_arthritis,clinical_context,base_same_set_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,23253,8182,2150,21103,21,21,PASS,6085.0,642.0,5443.0,,any_withdrawal,risk_ratio,1.1691993254811444,0.0739968178129979,1.0113520302340302,1.351682719605782,0.0346425441869064,
hrs,incident_arthritis,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,23253,8182,2150,21103,22,22,PASS,6085.0,642.0,5443.0,,any_withdrawal,risk_ratio,1.1675063140706543,0.0740054155590489,1.0098705654157971,1.3497482153404718,0.0363771676500112,0.9269870972997524
hrs,incident_arthritis,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,23253,8182,2150,21103,22,22,PASS,6085.0,642.0,5443.0,,context_transition_hospitalization,risk_ratio,1.0989488377675078,0.053134983581327,0.9902592185155056,1.2195680943430132,0.0757751445149394,0.9269870972997524
hrs,incident_arthritis,clinical_context,base_same_set_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,22344,7854,2059,20285,21,21,PASS,5757.0,603.0,5154.0,,any_withdrawal,risk_ratio,1.1660329888136105,0.0756292954419404,1.00539116488763,1.3523422310495077,0.0422492531214626,
hrs,incident_arthritis,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,22344,7854,2059,20285,22,22,PASS,5757.0,603.0,5154.0,,any_withdrawal,risk_ratio,1.1634201213814843,0.0757304336997369,1.0029394367822626,1.3495793755781504,0.0456384930832296,1.4604325348059066
hrs,incident_arthritis,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,22344,7854,2059,20285,22,22,PASS,5757.0,603.0,5154.0,,context_cesd_worsening,risk_ratio,1.136150122082641,0.0487566860301555,1.0326043567556744,1.2500790757498488,0.0088444374289148,1.4604325348059066
hrs,incident_arthritis,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8666,5623,758,7908,20,20,PASS,2201.0,216.0,1985.0,,any_withdrawal,risk_ratio,1.2462810666285284,0.1231280590687392,0.9790597651345652,1.5864368574305203,0.0737615949256866,
hrs,incident_arthritis,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8666,5623,758,7908,21,21,PASS,2201.0,216.0,1985.0,,any_withdrawal,risk_ratio,1.2483866205375238,0.1230931026481198,0.9807810510618544,1.589008222222283,0.0714965384768246,-0.7667212751081094
