cohort,scope,outcome_id,adjustment,exposure_model,analysis_family,outcome_coding_status,n,people,parameters,matrix_rank,events,model_status,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,standardized_estimate,standardized_standard_error,standardized_ci_low,standardized_ci_high,extended_loss_1_n,extended_loss_1_events,extended_loss_1_nonevents,extended_loss_2plus_n,extended_loss_2plus_events,extended_loss_2plus_nonevents,work_exit_retirement_n,work_exit_retirement_events,work_exit_retirement_nonevents,work_exit_no_retirement_n,work_exit_no_retirement_events,work_exit_no_retirement_nonevents
klosa,comparable_22_30_months,incident_heart_disease,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,15004,5121,12,12,200.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,4200.0,63.0,4137.0,325.0,4.0,321.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_heart_disease,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,15004,5121,13,13,200.0,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,,,,,,,733.0,9.0,724.0,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_heart_disease,full,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,14866,5099,16,16,198.0,PASS,4482.0,66.0,4416.0,,any_withdrawal,risk_ratio,1.1347607764446537,0.1532634977964433,0.8403228827631503,1.532365768171296,0.4094476315227076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_heart_disease,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,14866,5099,17,17,198.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,4157.0,62.0,4095.0,325.0,4.0,321.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_heart_disease,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,14866,5099,18,18,198.0,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,,,,,,,727.0,9.0,718.0,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_hypertension,basic,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,8949,3266,11,11,597.0,PASS,2544.0,157.0,2387.0,,any_withdrawal,risk_ratio,0.8939046204800065,0.0919406101931025,0.7465023733560137,1.0704124983865566,0.2225116616393233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_hypertension,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,8949,3266,12,12,597.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,2361.0,148.0,2213.0,183.0,9.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_hypertension,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,8949,3266,13,13,597.0,PASS,,,,,alcohol_loss,risk_ratio,1.099353339037458,0.1795232677749039,0.7732622650236284,1.562959708134572,0.5977551165896948,,,,,,,397.0,31.0,366.0,1348.0,74.0,1274.0,986.0,61.0,925.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_hypertension,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,8949,3266,13,13,597.0,PASS,,,,,activity_loss,risk_ratio,0.8109147194281314,0.12301712593793,0.6371809985935243,1.032018662886549,0.0884248295464355,,,,,,,397.0,31.0,366.0,1348.0,74.0,1274.0,986.0,61.0,925.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_hypertension,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,8949,3266,13,13,597.0,PASS,,,,,work_loss,risk_ratio,0.8735972271051736,0.1308966055367053,0.6759146416582097,1.1290954037237175,0.3018912379680292,,,,,,,397.0,31.0,366.0,1348.0,74.0,1274.0,986.0,61.0,925.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_hypertension,full,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,8857,3246,16,16,589.0,PASS,2517.0,153.0,2364.0,,any_withdrawal,risk_ratio,0.8536260887413221,0.0933543061444808,0.7108931838757695,1.0250168603489462,0.0900216504861151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_hypertension,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,8857,3246,17,17,589.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,2334.0,144.0,2190.0,183.0,9.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_hypertension,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,8857,3246,18,18,589.0,PASS,,,,,alcohol_loss,risk_ratio,1.0409467764762028,0.1805950212207715,0.7306439018035334,1.483034606573045,0.8241476453721217,,,,,,,394.0,31.0,363.0,1336.0,72.0,1264.0,974.0,59.0,915.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_hypertension,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,8857,3246,18,18,589.0,PASS,,,,,activity_loss,risk_ratio,0.7792451304176984,0.1243262767764231,0.6107273627346516,0.994261941303458,0.0448295674236968,,,,,,,394.0,31.0,363.0,1336.0,72.0,1264.0,974.0,59.0,915.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_hypertension,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,8857,3246,18,18,589.0,PASS,,,,,work_loss,risk_ratio,0.8389195959148937,0.1332958856630339,0.6460389095380903,1.0893865338748818,0.1876130844717646,,,,,,,394.0,31.0,363.0,1336.0,72.0,1264.0,974.0,59.0,915.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_any_iadl,basic,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,15323,5356,11,11,863.0,PASS,4538.0,316.0,4222.0,,any_withdrawal,risk_ratio,1.3777694964564962,0.0684095757389381,1.2048867510252357,1.5754582609118832,2.806195932354032e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_any_iadl,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,15323,5356,12,12,863.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,4236.0,298.0,3938.0,302.0,18.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_any_iadl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,15323,5356,13,13,863.0,PASS,,,,,alcohol_loss,risk_ratio,1.440000867930708,0.1229743399342292,1.1315840203121863,1.8324777147958644,0.003024845808619,,,,,,,690.0,66.0,624.0,2526.0,172.0,2354.0,1635.0,96.0,1539.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_any_iadl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,15323,5356,13,13,863.0,PASS,,,,,activity_loss,risk_ratio,1.3123270208127544,0.0828656486206849,1.115595369721102,1.5437516650735372,0.0010379560623839,,,,,,,690.0,66.0,624.0,2526.0,172.0,2354.0,1635.0,96.0,1539.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_any_iadl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,15323,5356,13,13,863.0,PASS,,,,,work_loss,risk_ratio,1.2656300955071174,0.1036709660854426,1.032908632584555,1.5507853145202843,0.0230692345365493,,,,,,,690.0,66.0,624.0,2526.0,172.0,2354.0,1635.0,96.0,1539.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_any_iadl,full,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,15177,5334,16,16,857.0,PASS,4495.0,315.0,4180.0,,any_withdrawal,risk_ratio,1.3318047955939287,0.069026088060675,1.1632832149713874,1.5247396255181187,3.308640245192254e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_any_iadl,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,15177,5334,17,17,857.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,4194.0,297.0,3897.0,301.0,18.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_any_iadl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,15177,5334,18,18,857.0,PASS,,,,,alcohol_loss,risk_ratio,1.386324214285212,0.1234441273629562,1.088401112989566,1.7657964551639842,0.0081405680284548,,,,,,,683.0,65.0,618.0,2507.0,172.0,2335.0,1617.0,96.0,1521.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_any_iadl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,15177,5334,18,18,857.0,PASS,,,,,activity_loss,risk_ratio,1.270947420269174,0.0833485772238383,1.0793968501414135,1.4964906974457488,0.0040195262940318,,,,,,,683.0,65.0,618.0,2507.0,172.0,2335.0,1617.0,96.0,1521.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,incident_any_iadl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,15177,5334,18,18,857.0,PASS,,,,,work_loss,risk_ratio,1.2379409883021335,0.1038190359599353,1.0100177801165766,1.5172979334498262,0.0397847739986478,,,,,,,683.0,65.0,618.0,2507.0,172.0,2335.0,1617.0,96.0,1521.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,basic,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16561,5596,12,12,998.0,PASS,5087.0,379.0,4708.0,,any_withdrawal,risk_ratio,1.3310928398947557,0.0652302976476558,1.171343352704332,1.5126291913711154,1.1626845592958832e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16561,5596,13,13,998.0,PASS,,,,,loss_1,risk_ratio,1.3248308318217386,0.0658294114996194,1.164464705920231,1.507282036133875,1.9291696008992972e-05,4724.0,356.0,4368.0,363.0,23.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16561,5596,13,13,998.0,PASS,,,,,loss_2plus,risk_ratio,1.4667080610546857,0.2136398476497843,0.9649240052774553,2.2294320843891,0.0729997012587239,4724.0,356.0,4368.0,363.0,23.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16561,5596,14,14,998.0,PASS,,,,,alcohol_loss,risk_ratio,1.37143249656899,0.1128098770108236,1.0993867402274544,1.7107965957969664,0.0051119230233413,,,,,,,831.0,81.0,750.0,2836.0,211.0,2625.0,1797.0,110.0,1687.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16561,5596,14,14,998.0,PASS,,,,,activity_loss,risk_ratio,1.2870555074088932,0.0781028620714513,1.1043735600532232,1.499956119079608,0.0012332086897775,,,,,,,831.0,81.0,750.0,2836.0,211.0,2625.0,1797.0,110.0,1687.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16561,5596,14,14,998.0,PASS,,,,,work_loss,risk_ratio,1.2324628781883047,0.0974096065413998,1.0182598966727554,1.4917259837842354,0.0318946964476897,,,,,,,831.0,81.0,750.0,2836.0,211.0,2625.0,1797.0,110.0,1687.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,full,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16409,5574,17,17,990.0,PASS,5040.0,378.0,4662.0,,any_withdrawal,risk_ratio,1.299649047424415,0.0656915827557252,1.142639718499484,1.478232919024819,6.613757245367396e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16409,5574,18,18,990.0,PASS,,,,,loss_1,risk_ratio,1.2951518148862355,0.0662124637604213,1.137523891973016,1.4746224105180386,9.382457538610386e-05,4678.0,355.0,4323.0,362.0,23.0,339.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16409,5574,18,18,990.0,PASS,,,,,loss_2plus,risk_ratio,1.397083573214677,0.2148337371461156,0.916970950896762,2.1285761655126176,0.1195912445806366,4678.0,355.0,4323.0,362.0,23.0,339.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16409,5574,19,19,990.0,PASS,,,,,alcohol_loss,risk_ratio,1.3233714465290696,0.1130276936997021,1.060406576812127,1.6515476457656146,0.0131793947840351,,,,,,,824.0,80.0,744.0,2814.0,211.0,2603.0,1778.0,110.0,1668.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16409,5574,19,19,990.0,PASS,,,,,activity_loss,risk_ratio,1.2633861623883391,0.0787610132776371,1.0826663025707732,1.4742719816108774,0.0029933773428129,,,,,,,824.0,80.0,744.0,2814.0,211.0,2603.0,1778.0,110.0,1668.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,iadl_count_increase,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16409,5574,19,19,990.0,PASS,,,,,work_loss,risk_ratio,1.2091078732002996,0.0973126883513148,0.9991537866306232,1.4631800115225069,0.0510255914224522,,,,,,,824.0,80.0,744.0,2814.0,211.0,2603.0,1778.0,110.0,1668.0,,,,,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,basic,any_withdrawal,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,9062,4238,10,10,,PASS,2695.0,,,,any_withdrawal,mean_difference,-0.0632770350006237,0.0319296000756394,-0.1258579011896445,-0.000696168811603,0.0475052990732016,,,,,,,,,,,,,,,,-0.0429237666241872,0.0216593382107247,-0.0853752894461801,-0.0004722438021944,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,basic,score_categorical,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,9062,4238,11,11,,PASS,,,,,loss_1,mean_difference,-0.0514532908002146,0.0325331737718257,-0.1152171396957761,0.0123105580953467,0.1137491774083574,2518.0,,,177.0,,,,,,,,,,,,-0.0349031689985645,0.0220687704237755,-0.0781571642122474,0.0083508262151182,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,basic,score_categorical,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,9062,4238,11,11,,PASS,,,,,loss_2plus,mean_difference,-0.2621965019966546,0.1009792727801719,-0.4601122398308374,-0.0642807641624718,0.0094168534965895,2518.0,,,177.0,,,,,,,,,,,,-0.1778601266837441,0.0684989544572295,-0.3121156103985634,-0.0436046429689248,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,basic,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,9062,4238,12,12,,PASS,,,,,alcohol_loss,mean_difference,-0.2479650239961017,0.0708798687555691,-0.3868870139859431,-0.1090430340062602,0.0004680860342381,,,,,,,415.0,,,1497.0,,,965.0,,,-0.1682062508280412,0.0480811236618005,-0.262443521541387,-0.0739689801146955,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,basic,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,9062,4238,12,12,,PASS,,,,,activity_loss,mean_difference,0.0128872766710325,0.0386822058083326,-0.0629284535558654,0.0887030068979306,0.7390152082825932,,,,,,,415.0,,,1497.0,,,965.0,,,0.0087420413463317,0.0262399458920488,-0.0426873075583637,0.0601713902510273,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,basic,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,9062,4238,12,12,,PASS,,,,,work_loss,mean_difference,-0.0976696847289126,0.0453092602858664,-0.1864742030553619,-0.0088651664024633,0.0311131131341078,,,,,,,415.0,,,1497.0,,,965.0,,,-0.0662539063899006,0.0307353862962434,-0.1264941565814637,-0.0060136561983375,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,full,any_withdrawal,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,8994,4224,15,15,,PASS,2669.0,,,,any_withdrawal,mean_difference,-0.046303079280063,0.0320922322708985,-0.1092026987145181,0.0165965401543921,0.149073249482643,,,,,,,,,,,,,,,,-0.0314280753983597,0.0217825058547617,-0.0741210023667257,0.0112648515700062,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,full,score_categorical,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,8994,4224,16,16,,PASS,,,,,loss_1,mean_difference,-0.0360520800967987,0.032676529579731,-0.1000969012128294,0.0279927410192318,0.2698960429157861,2493.0,,,176.0,,,,,,,,,,,,-0.0244702406225876,0.0221790958907284,-0.0679404697780758,0.0189999885329004,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,full,score_categorical,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,8994,4224,16,16,,PASS,,,,,loss_2plus,mean_difference,-0.2217197917299708,0.1010299248071769,-0.4197348057128274,-0.0237047777471142,0.0281926455552854,2493.0,,,176.0,,,,,,,,,,,,-0.1504916398680744,0.0685737567284802,-0.2848937333405069,-0.016089546395642,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,full,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,8994,4224,17,17,,PASS,,,,,alcohol_loss,mean_difference,-0.2191833991025299,0.0712675162638192,-0.3588651642472381,-0.0795016339578217,0.002101484172328,,,,,,,413.0,,,1483.0,,,954.0,,,-0.1487700710226655,0.0483726117013894,-0.2435786477955296,-0.0539614942498014,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,full,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,8994,4224,17,17,,PASS,,,,,activity_loss,mean_difference,0.0214048625128432,0.0387941529721694,-0.0546302801233463,0.0974400051490329,0.5811163167075697,,,,,,,413.0,,,1483.0,,,954.0,,,0.0145284858675655,0.02633141431589,-0.0370801378535813,0.0661371095887124,,,,,,,,,,,,
klosa,comparable_22_30_months,word_recall_change,full,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,8994,4224,17,17,,PASS,,,,,work_loss,mean_difference,-0.0767436875816758,0.0455737269208275,-0.1660665509877612,0.0125791758244096,0.0921921373583381,,,,,,,413.0,,,1483.0,,,954.0,,,-0.0520895464657267,0.0309330296844585,-0.1127171705799738,0.0085380776485203,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,basic,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,13243,4606,11,11,384.0,PASS,3934.0,137.0,3797.0,,any_withdrawal,risk_ratio,1.3592955195314054,0.1053994777636133,1.1055991274139445,1.6712063745382884,0.0035865075082978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,13243,4606,12,12,384.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,3653.0,126.0,3527.0,281.0,11.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,13243,4606,13,13,384.0,PASS,,,,,alcohol_loss,risk_ratio,1.4413031082305772,0.2037559336908602,0.9667584083209876,2.148783638099365,0.0728057307668526,,,,,,,623.0,26.0,597.0,2162.0,75.0,2087.0,1442.0,48.0,1394.0,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,13243,4606,13,13,384.0,PASS,,,,,activity_loss,risk_ratio,1.3582249022037298,0.1289102986048708,1.0549771265925565,1.7486396988764317,0.0175428033708314,,,,,,,623.0,26.0,597.0,2162.0,75.0,2087.0,1442.0,48.0,1394.0,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,13243,4606,13,13,384.0,PASS,,,,,work_loss,risk_ratio,1.210827667633731,0.1528643290038265,0.897354372570999,1.6338067607636717,0.2107653736755623,,,,,,,623.0,26.0,597.0,2162.0,75.0,2087.0,1442.0,48.0,1394.0,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,full,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,13119,4585,16,16,378.0,PASS,3897.0,135.0,3762.0,,any_withdrawal,risk_ratio,1.2674783811757544,0.1068572087835493,1.0279773352440036,1.56277905326248,0.0265420026770317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,13119,4585,17,17,378.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,3617.0,124.0,3493.0,280.0,11.0,269.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,13119,4585,18,18,378.0,PASS,,,,,alcohol_loss,risk_ratio,1.3438998946815266,0.204153131974786,0.900723427866464,2.0051292894679493,0.1476690850888544,,,,,,,616.0,26.0,590.0,2144.0,73.0,2071.0,1429.0,48.0,1381.0,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,13119,4585,18,18,378.0,PASS,,,,,activity_loss,risk_ratio,1.2490901691592855,0.1315806042518517,0.9651441372432258,1.6165733080521008,0.0909637069992548,,,,,,,616.0,26.0,590.0,2144.0,73.0,2071.0,1429.0,48.0,1381.0,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,13119,4585,18,18,378.0,PASS,,,,,work_loss,risk_ratio,1.1686927627065349,0.1535529645198068,0.8649596220576246,1.5790826979338912,0.3100140458326108,,,,,,,616.0,26.0,590.0,2144.0,73.0,2071.0,1429.0,48.0,1381.0,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,full,extended_score_categorical,enrichment,PASS_BASELINE_FREE_RISK_SET,18786,5539,17,17,549.0,PASS,,,,,extended_loss_1,risk_ratio,1.3884586844667393,0.0976823589774677,1.1465304319189218,1.68143597832337,0.0007799578822824,,,,,,,,,,,,,,,,,,,,4943.0,178.0,4765.0,837.0,22.0,815.0,,,,,,
klosa,all_primary_wave_intervals,incident_diabetes,full,extended_score_categorical,enrichment,PASS_BASELINE_FREE_RISK_SET,18786,5539,17,17,549.0,PASS,,,,,extended_loss_2plus,risk_ratio,1.0329247686135907,0.2252477238146093,0.6642590521225414,1.6062010358853398,0.8856453025588474,,,,,,,,,,,,,,,,,,,,4943.0,178.0,4765.0,837.0,22.0,815.0,,,,,,
klosa,all_primary_wave_intervals,incident_stroke,basic,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,15611,5310,11,11,191.0,PASS,4694.0,62.0,4632.0,,any_withdrawal,risk_ratio,1.1087882481386162,0.1567403084596845,0.8155132504259703,1.507530844616121,0.5099945608163055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_stroke,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,15611,5310,12,12,191.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,4378.0,58.0,4320.0,316.0,4.0,312.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_stroke,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,15611,5310,13,13,191.0,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,,,,,,,723.0,14.0,709.0,,,,,,,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_stroke,full,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,15472,5292,16,16,190.0,PASS,4653.0,61.0,4592.0,,any_withdrawal,risk_ratio,1.051103138829231,0.161501093670771,0.7659057902898394,1.442498310449603,0.7576211875747221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_stroke,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,15472,5292,17,17,190.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,4338.0,57.0,4281.0,315.0,4.0,311.0,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_stroke,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,15472,5292,18,18,190.0,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,,,,,,,717.0,14.0,703.0,,,,,,,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_stroke,full,extended_score_categorical,enrichment,PASS_BASELINE_FREE_RISK_SET,22356,6389,17,17,281.0,NOT_EVALUABLE_EXTENDED_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5907.0,81.0,5826.0,991.0,10.0,981.0,,,,,,
klosa,all_primary_wave_intervals,incident_any_adl,basic,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16279,5520,11,11,352.0,PASS,4896.0,152.0,4744.0,,any_withdrawal,risk_ratio,1.7214396883977117,0.1076884457849067,1.393885949290707,2.1259663333996177,4.563323173769474e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,all_primary_wave_intervals,incident_any_adl,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,16279,5520,12,12,352.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,4561.0,139.0,4422.0,335.0,13.0,322.0,,,,,,,,,,,,,,,,,,,,,,,,,
